source_strategy,source_category_id,source_category_name,source_category_path,source_asin,source_parent_asin,product_name,category,marketplace,target_price,cost,shipping,fba_fee,referral_fee_rate,est_monthly_sales,avg_review_count,avg_rating,top10_review_share,keyword_search_volume,keyword_cpc,seasonality_score,differentiation_score,compliance_risk,fragile_risk,oversize_risk,market_data_completeness,profit_data_confidence,evidence_confidence,evidence_grade,data_source_summary,profit_estimate_status,notes,listing_url,opportunity_score,recommendation,gross_profit_per_unit,gross_margin,monthly_gross_profit,demand_score,competition_score,profitability_score,risk_score,risk_control_score,key_flags,brand_moat_reason,hard_stop_reason,archive_key,archive_first_seen,archive_last_seen,archive_seen_count,archive_best_score,archive_latest_score,archive_best_recommendation,archive_latest_recommendation,archive_status,archive_last_run_id,research_status,archive_notes
category:Push Brooms,14253851,Push Brooms,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Push Brooms,B0G6Y9SBK2,,"MOPALL Shower Bathtub Scrubber Brush for Cleaning with 55“ Long Handle | Dual Sided Stiff Bristle, 180° Rotatable V Shape Head, Heavy Duty Stainless Steel Handle, for Tile, Patio/Deck/Garage/Corner",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Push Brooms,US,18.99,5.32,1.52,5.94,0.15,1785.0,107.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G6Y9SBK2; brand MOPALL,https://www.amazon.com/dp/B0G6Y9SBK2,54.1,Watch or collect more data,3.36,0.177,6000.28,87.3,50.8,14.3,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0G6Y9SBK2,2026-09-01 21:42:46,2026-09-01 21:42:46,1,54.1,54.1,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_214146,watchlist,
newer_low_review,,,,B0FQ4ZPD8Y,B0G6YWRZYG,"ETENWOLF Mini Bike Pump,20s Fast Inflate Bicycle Pump with Guage,150PSI Portable Electric Bike Air Pump with Presta and Schrader Valve for Mountain Bike,Road Bike,Motorcycle,Car,Sport Ball","['Sports & Outdoors', 'sporting-goods']",US,28.49,7.98,2.28,4.44,0.15,1796.0,127.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,,,,,,,Imported from Sorftime; ASIN B0FQ4ZPD8Y; parent B0G6YWRZYG; brand ETENWOLF,https://www.amazon.com/dp/B0FQ4ZPD8Y,54.0,Watch or collect more data,9.52,0.334,17091.63,87.3,46.8,40.2,22.0,78.0,gross margin below 35%,,,asin:B0FQ4ZPD8Y,2026-05-23 20:24:58,2026-05-23 20:24:58,1,54.0,54.0,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260523_202458,watchlist,
category:Magazine & Newspaper Baskets,,,,B0GRVJ93S7,B0GSG5J3DK,"Wicker Hanging Storage Basket (10,5“Lx6,5“Wx13“H), Set of 2 Wall Baskets, Water Hyacinth Baskets, Wall Decor Hyacinth Basket Hanging for Organizing Files, Mails, Books (Espresso Color)","['Home & Kitchen', 'home-garden']",US,32.99,9.24,2.64,10.31,0.15,326.0,103.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,45.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GRVJ93S7; parent B0GSG5J3DK; brand SIEUSALEVN,https://www.amazon.com/dp/B0GRVJ93S7,54.0,Watch or collect more data,5.85,0.1774,1907.59,58.3,46.8,4.3,27.0,73.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0GRVJ93S7,2026-08-31 08:10:41,2026-08-31 08:10:41,1,54.0,54.0,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260831_personal_seller_rules,watchlist,
category:Vertical Plate Holders,,,,B07XRYN792,B09BW1ZKRJ,"Plymor Gold Tray & Platter Hanger for 10-16 inch Platters | Spring-steel, wall-mountable; edge hooks grip the rim of platters & serving trays; 8.25 x 4.75 x 0.875 inches (H x W x D)","['Kitchen & Dining', 'kitchen']",US,16.22,4.54,1.3,4.47,0.15,375.0,237.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B07XRYN792; parent B09BW1ZKRJ; brand Plymor,https://www.amazon.com/dp/B07XRYN792,53.9,Watch or collect more data,3.48,0.2144,1303.87,66.5,40.8,0.9,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B07XRYN792,2026-08-31 08:10:41,2026-08-31 08:10:41,1,53.9,53.9,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260831_personal_seller_rules,watchlist,
category:Salt & Pepper Mill Sets,15850261,Salt & Pepper Mill Sets,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Salt & Pepper > Salt & Pepper Mill Sets,B0DPW6B8GG,,"Electric Salt and Pepper Grinder Set with Charging Base, 2 Pack Set | Stainless Steel, USB-C Charge Base, 6-Level Adjustable Coarseness, Fast&Slow Adjustment, 95ml Large Capacity, LED Light",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Salt & Pepper > Salt & Pepper Mill Sets,US,36.94,10.34,2.96,6.56,0.15,1042.0,291.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DPW6B8GG; brand JINGASA,https://www.amazon.com/dp/B0DPW6B8GG,53.9,Watch or collect more data,11.54,0.3124,12023.64,87.3,36.8,41.4,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0DPW6B8GG,2026-09-01 21:42:46,2026-09-01 21:42:46,1,53.9,53.9,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_214146,watchlist,
category:Cups & Mugs,,,,B0GKQPCSPJ,B0GL9GY8V4,BrüMate Strova 18oz 100% Leakproof Insulated Coffee Mug | Ceramic-Lined Interior | Built-In Silicone Sleeve for Travel | Locking Flip Lid (OD Green),"['Kitchen & Dining', 'kitchen']",US,34.99,9.8,2.8,4.88,0.15,4980.0,226.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,,,,,,,Imported from Sorftime; ASIN B0GKQPCSPJ; parent B0GL9GY8V4; brand BrüMate,https://www.amazon.com/dp/B0GKQPCSPJ,53.7,Watch or collect more data,12.26,0.3504,61062.27,87.3,36.8,47.9,22.0,78.0,clean early risk profile,,,asin:B0GKQPCSPJ,2026-05-29 10:45:09,2026-05-29 10:45:09,1,53.7,53.7,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260529_104509,watchlist,
category:Pepper Shakers,15850291,Pepper Shakers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Salt & Pepper > Pepper Shakers,B0DN6NXWYF,,"Portable Pepper Shaker (Black) - Versatile Seasoning Set, Multi Functional Salt Dispenser Spice Shakers for Easy Use - Convenient & Durable Plastic Salt and Pepper Dispenser for Fine Spices",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Salt & Pepper > Pepper Shakers,US,21.24,5.95,1.7,3.82,0.15,2369.0,301.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,65.0,20.0,53.8,C,"observed:price,sales,reviews,rating; estimated:fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DN6NXWYF; brand SPEED BUMP,https://www.amazon.com/dp/B0DN6NXWYF,53.5,Watch or collect more data,6.58,0.31,15597.5,87.3,40.8,31.2,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; evidence confidence below supplier-validation threshold,,,asin:B0DN6NXWYF,2026-09-01 21:42:46,2026-09-01 21:42:46,1,53.5,53.5,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_214146,watchlist,
category:Dust Mops,23537023011,Dust Mops,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > Dust Mops,B0G4V5TW9N,,"Dust Mop for Floor Cleaning for Hardwood, Laminate, Tile & Marble Floors | 4-in-1 Washable Pad System, Wet & Dry Multi-Purpose Mop, 62“ Long Handle, 360° Swivel Head, Mop Pad Cleaning Scraper",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > Dust Mops,US,20.98,5.87,1.68,7.27,0.15,1569.0,183.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G4V5TW9N; brand GleamGaGa,https://www.amazon.com/dp/B0G4V5TW9N,53.4,Watch or collect more data,3.01,0.1436,4727.4,87.3,50.8,10.6,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0G4V5TW9N,2026-09-01 21:42:46,2026-09-01 21:42:46,1,53.4,53.4,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_214146,watchlist,
category:Buckets,2245509011,Buckets,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Buckets,B0D6BF1STR,,"DqOasd Quick Wring Bucket, 2.5 Gallon Mop Bucket with Wringer, Red",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Buckets,US,19.3,5.4,1.54,3.5,0.15,1311.0,364.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,65.0,20.0,53.8,C,"observed:price,sales,reviews,rating; estimated:fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D6BF1STR; brand Arikit,https://www.amazon.com/dp/B0D6BF1STR,53.2,Watch or collect more data,5.96,0.3091,7820.11,87.3,40.8,29.3,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; evidence confidence below supplier-validation threshold,,,asin:B0D6BF1STR,2026-09-01 21:42:46,2026-09-01 21:42:46,1,53.2,53.2,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_214146,watchlist,
category:Sponge Mops,23537024011,Sponge Mops,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > Sponge Mops,B0FS1GFM58,,"Sponge Mop for Floor Cleaning, 50“ Heavy Duty Roller Mop with 4 Cellulose Refill Heads, Easy Self-Squeeze for Hardwood Tile Concrete, Wall Ceiling",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > Sponge Mops,US,32.99,9.24,2.64,8.21,0.15,469.0,162.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FS1GFM58; brand TreeLen,https://www.amazon.com/dp/B0FS1GFM58,53.0,Watch or collect more data,7.95,0.241,3729.25,82.1,50.8,13.7,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0FS1GFM58,2026-09-01 21:42:46,2026-09-01 21:42:46,1,53.0,53.0,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_214146,watchlist,
category:Wine Pourers,678498011,Wine Pourers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Wine Stoppers & Pourers > Wine Pourers,B002J8RRAM,,"Spill-Stop 285-50 Chrome Tapered Pourer Dispenser, Spouts Liquor Bottle Pourer with Poly-Cork, Black/Silver, 12 Units",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Wine Stoppers & Pourers > Wine Pourers,US,25.28,7.08,2.02,4.17,0.15,410.0,154.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B002J8RRAM; brand Spill-Stop,https://www.amazon.com/dp/B002J8RRAM,53.0,Watch or collect more data,8.22,0.3251,3369.38,72.3,50.8,23.2,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B002J8RRAM,2026-09-01 21:50:14,2026-09-01 21:50:14,1,53.0,53.0,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_mcp_rules_replay,watchlist,
newer_low_review,,,,B0FHBMG2B3,B0GW62RXHF,"3 Way Hose Splitter, Heavy Duty Full Flow Garden Water Hose Bib Spigot Splitter, Brass Rust and Freeze Resistant Outdoor Faucet Splitter, T Adapter Connector with 3/4 - Inch GHT Thread （Red）","['Patio, Lawn & Garden', 'lawn-garden']",US,31.99,8.96,2.56,5.87,0.15,1795.0,128.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,,,,,,,Imported from Sorftime; ASIN B0FHBMG2B3; parent B0GW62RXHF; brand LNEZCDB,https://www.amazon.com/dp/B0FHBMG2B3,52.9,Watch or collect more data,9.8,0.3064,17593.69,87.3,46.8,37.1,22.0,78.0,gross margin below 35%,,,asin:B0FHBMG2B3,2026-05-23 20:24:58,2026-05-23 20:27:59,3,52.9,52.9,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260523_202759,watchlist,
category:Shelf Baskets,,,,B0D31SM7FS,B0D31SM7FS,Beautiful Storage Basket Set of 4 - Natural Jute Rope Baskets for Shelves,"['Home & Kitchen', 'home-garden']",US,22.99,6.44,1.84,7.83,0.15,1046.0,437.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D31SM7FS; parent B0D31SM7FS; brand KIBAGA,https://www.amazon.com/dp/B0D31SM7FS,52.9,Watch or collect more data,3.43,0.1493,3589.35,87.3,28.3,7.4,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0D31SM7FS,2026-08-31 08:10:41,2026-08-31 08:10:41,1,52.9,52.9,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260831_personal_seller_rules,watchlist,
category:Bathroom Shelves,,,,B08R9PM34D,B0GZ3VHHHY,Outlet Shelf Wall Holder with Cord Storage for Standard Duplex Outlet,"['Tools & Home Improvement', 'hi']",US,14.99,4.2,1.2,4.46,0.15,759.0,428.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B08R9PM34D; parent B0GZ3VHHHY; brand BELIEFLUO,https://www.amazon.com/dp/B08R9PM34D,52.9,Watch or collect more data,2.88,0.1922,2187.06,87.3,28.3,3.4,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B08R9PM34D,2026-08-31 08:10:41,2026-08-31 08:10:41,1,52.9,52.9,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260831_personal_seller_rules,watchlist,
category:Plates,3400771,Plates,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Plates,B0G4M2NK6S,,50Pcs Camping One Paper Plates Camper Themed 9“ Dessert Plates Disposable One Happy Birthday Camper Theme Party Decorations for Boys Adventure Camping Theme Party 1st Birthday Party Supplies,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Plates,US,15.99,4.48,1.28,5.91,0.15,686.0,65.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G4M2NK6S; brand Greencian,https://www.amazon.com/dp/B0G4M2NK6S,52.9,Watch or collect more data,1.92,0.1202,1318.15,87.3,54.3,0.9,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0G4M2NK6S,2026-09-01 21:42:46,2026-09-01 21:42:46,1,52.9,52.9,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_214146,watchlist,
category:Push Brooms,14253851,Push Brooms,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Push Brooms,B0H35LT94R,,"Floor Scrub Brush with Squeegee Long Handle 3 in 1 tub Brush 52‘‘ 2026 Upgraded Multi-Functional Stiff Bristle Cleaning Scrub Brush Rotating Tile Brush for Cleaning Bathroom Patio, Pool, Garage",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Push Brooms,US,21.59,6.05,1.73,6.38,0.15,908.0,131.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0H35LT94R; brand ARAINY,https://www.amazon.com/dp/B0H35LT94R,52.9,Watch or collect more data,4.19,0.1941,3805.88,87.3,50.8,8.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0H35LT94R,2026-09-01 21:50:14,2026-09-01 21:52:33,2,52.9,52.9,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_personal_seller_replay,watchlist,
category:Garlic Presses,678518011,Garlic Presses,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Garlic Tools > Garlic Presses,B0H4Q6424Q,,"Garlic Grinder Mini Hand Grinder for Garlic Small Hand Press Specialty Tool Multi Functional Cutter Tools, Rose Red",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Garlic Tools > Garlic Presses,US,19.99,5.6,1.6,3.6,0.15,244.0,1.0,4.0,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,50.0,20.0,42.5,C,"observed:sales,reviews,rating; estimated:price,fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0H4Q6424Q; brand Generic,https://www.amazon.com/dp/B0H4Q6424Q,52.9,Watch or collect more data,6.19,0.3097,1510.73,44.6,70.3,11.8,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; evidence confidence below supplier-validation threshold,,,asin:B0H4Q6424Q,2026-09-01 21:52:33,2026-09-01 21:52:33,1,52.9,52.9,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_personal_seller_replay,watchlist,
newer_low_review,,,,B0FS1YH17C,B0GT76P4NT,"Premium Beeswax Bread Bags for Sourdough - 2 Packs XL Reusable Organic Beeswax Linen Cotton Sourdough Bag, Homesteading Essentials Sourdough Bags with Zip to Keep Fresh Bread Bags for Homemade Bread","['Kitchen & Dining', 'kitchen']",US,27.99,7.84,2.24,4.88,0.15,1799.0,157.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,,,,,,,Imported from Sorftime; ASIN B0FS1YH17C; parent B0GT76P4NT; brand WiNDANCE,https://www.amazon.com/dp/B0FS1YH17C,52.7,Watch or collect more data,8.83,0.3155,15887.87,87.3,46.8,36.4,22.0,78.0,gross margin below 35%,,,asin:B0FS1YH17C,2026-05-23 20:24:58,2026-05-23 20:27:59,3,52.7,52.7,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260523_202759,watchlist,
category:Storage Boxes,,,,B0CQ89PRRB,B0957C1BGK,"Briful Blue White Floral Nested Decorative Storage Boxes with Lids | 4Pcs Vanity Desktop Organizer Bin, Cardboard Photo Boxes Storage for Makeup, Office Supplies, Entryway Shelf Decor, Gift Box","['Home & Kitchen', 'home-garden']",US,25.99,7.28,2.08,6.59,0.15,494.0,582.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CQ89PRRB; parent B0957C1BGK; brand Briful,https://www.amazon.com/dp/B0CQ89PRRB,52.7,Watch or collect more data,6.14,0.2363,3033.9,86.3,28.3,8.1,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0CQ89PRRB,2026-08-31 08:10:41,2026-08-31 08:10:41,1,52.7,52.7,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260831_personal_seller_rules,watchlist,
category:Bowls,3400711,Bowls,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Bowls,B0DPNMPMVS,,"Coghlan‘s Snapfold™ Bowls 2-Pack – Collapsible, Lightweight and Leakproof for Camping, Hiking, Travel, Picnics, and Outdoor Adventures, BPA-Free, Foldable Space-Saving Design for Easy Storage",Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Bowls,US,14.99,4.2,1.2,3.36,0.15,684.0,178.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DPNMPMVS; brand Coghlan’s,https://www.amazon.com/dp/B0DPNMPMVS,52.7,Watch or collect more data,3.98,0.2656,2723.35,87.3,50.8,7.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0DPNMPMVS,2026-09-01 21:42:46,2026-09-01 21:50:14,2,52.7,52.7,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_mcp_rules_replay,watchlist,
category:Angle Brooms,14253831,Angle Brooms,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Angle Brooms,B0GKLCLL5X,,"Corn Broom Outdoor, Household Indoor and Outdoor Broom Suitable for Sweeping Gravel, Fallen Leaves and Sand on Yard, Garage, Lawn, Stone Path and Concrete Floor",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Angle Brooms,US,21.99,6.16,1.76,7.74,0.15,677.0,198.0,3.8,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GKLCLL5X; brand TrueYee,https://www.amazon.com/dp/B0GKLCLL5X,52.7,Watch or collect more data,3.03,0.1379,2052.33,87.3,52.8,3.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0GKLCLL5X,2026-09-01 21:42:46,2026-09-01 21:50:14,2,52.7,52.7,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_mcp_rules_replay,watchlist,
category:Recoil Springs,,,,B0FG997WS1,B0FJ2RL35G,Genuine Recoil Starter Assy. *NH1* 28400-ZDJ-003ZB Genuine Emblem 87521-ZDJ-010 for Honda GXR120RT GXR120,"['Patio, Lawn & Garden', 'lawn-garden']",US,39.95,11.19,3.2,5.36,0.15,241.0,13.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,,,,,,,Imported from Sorftime; ASIN B0FG997WS1; parent B0FJ2RL35G; brand KINDZA,https://www.amazon.com/dp/B0FG997WS1,52.5,Watch or collect more data,14.21,0.3556,3424.01,44.1,64.3,39.4,22.0,78.0,clean early risk profile,,,asin:B0FG997WS1,2026-08-09 17:39:08,2026-08-09 17:39:08,1,52.5,52.5,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260809_173908,watchlist,
category:Plates,3400771,Plates,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Plates,B0FVDQLM3T,,"Quatish 16 Pcs Plates and Bowls Sets,Plastic Dinnerware Sets for 4,Grey",Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Plates,US,18.99,5.32,1.52,8.31,0.15,2805.0,121.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FVDQLM3T; brand Quatish,https://www.amazon.com/dp/B0FVDQLM3T,52.4,Watch or collect more data,0.99,0.0522,2781.16,87.3,50.8,5.1,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,asin:B0FVDQLM3T,2026-09-01 21:42:46,2026-09-01 21:42:46,1,52.4,52.4,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_214146,watchlist,
category:Camping Grills,3401041,Camping Grills,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Stoves & Grills > Camping Grills,B0FJZDV5JC,,"Pull Start Fire Grill, Natural Hardwood Charcoal, Portable 3hr Burn, 2 Pack | Pull Start Matchless Ignition, Ready in 5 Mins, Clean Burn, No Lighter Fluid, Disposable, Tailgate, Camping, Beach, Backyard",Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Stoves & Grills > Camping Grills,US,45.98,12.87,3.68,8.28,0.15,351.0,109.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,65.0,20.0,53.8,C,"observed:price,sales,reviews,rating; estimated:fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FJZDV5JC; brand Pull Start Fire,https://www.amazon.com/dp/B0FJZDV5JC,52.4,Watch or collect more data,14.25,0.31,5002.8,62.5,46.8,37.9,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; evidence confidence below supplier-validation threshold,,,asin:B0FJZDV5JC,2026-09-01 21:42:46,2026-09-01 21:42:46,1,52.4,52.4,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260901_214146,watchlist,
category:Cooling Bins,,,,B0C1GG9HDL,B0C1GH2XFW,"80QT Rolling Cooler Cart with Wheels, Ice Chest Outdoor Backyard Coolers on Wheels with Large Storage Space, Portable Drink Beverage Bar for Patio Pool Party with Shelf and Bottle Opener","['Patio, Lawn & Garden', 'lawn-garden']",US,69.99,19.6,5.6,12.6,0.15,244.0,133.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,,,,,,,Imported from Sorftime; ASIN B0C1GG9HDL; parent B0C1GH2XFW; brand SHAREWIN,https://www.amazon.com/dp/B0C1GG9HDL,52.3,Watch or collect more data,21.69,0.3099,5292.73,44.6,46.8,53.6,22.0,78.0,gross margin below 35%,,,asin:B0C1GG9HDL,2026-08-09 17:39:08,2026-08-09 17:39:08,1,52.3,52.3,Watch or collect more data,Watch or collect more data,not_in_latest_run,20260809_173908,watchlist,
