source_strategy,source_asin,source_parent_asin,product_name,category,marketplace,target_price,cost,shipping,fba_fee,referral_fee_rate,est_monthly_sales,avg_review_count,avg_rating,top10_review_share,keyword_search_volume,keyword_cpc,seasonality_score,differentiation_score,compliance_risk,fragile_risk,oversize_risk,market_data_completeness,profit_data_confidence,evidence_confidence,evidence_grade,data_source_summary,profit_estimate_status,notes,listing_url,opportunity_score,recommendation,gross_profit_per_unit,gross_margin,monthly_gross_profit,demand_score,competition_score,profitability_score,risk_score,risk_control_score,key_flags,brand_moat_reason,hard_stop_reason,archive_key,archive_first_seen,archive_last_seen,archive_seen_count,archive_best_score,archive_latest_score,archive_best_recommendation,archive_latest_recommendation,archive_status,archive_last_run_id,research_status,archive_notes
category:Shelf Baskets,B0CZD8GD2T,B0D31P7PK2,"Foldable Storage Baskets with Handles Paper Rope Storage Baskets Rectangle Collapsible Hand Woven Storage Cubes Bins for Organizing Shelves Living Room Bedroom Pantry (4, 11‘‘ x 11‘‘ x 11‘‘)","['Home & Kitchen', 'home-garden']",US,55.99,15.68,4.48,14.09,0.15,908.0,252.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CZD8GD2T; parent B0D31P7PK2; brand ChubanCraft,https://www.amazon.com/dp/B0CZD8GD2T,35.0,Reject,13.34,0.2383,12114.08,87.3,36.8,36.7,31.0,69.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Shelf Baskets,B0F32LSGGV,B0F32MPL3P,"Stylave Pantry Baskets for Organizing，Wicker Storage Bins,3 Pack,Natural | Water Hyacinth Large Baskets Organizers for Shelves, Labeled Baskets with Handles , Boho Decorative","['Home & Kitchen', 'home-garden']",US,45.99,12.88,3.68,10.51,0.15,898.0,85.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F32LSGGV; parent B0F32MPL3P; brand Stylave,https://www.amazon.com/dp/B0F32LSGGV,35.0,Reject,12.02,0.2614,10795.31,87.3,54.3,35.6,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Shelf Baskets,B0DQTSGKHN,B0DVQWMTM3,OIAHOMY 4 PACK 7L Storage Baskets for Organizing Storage Bins Brown,"['Home & Kitchen', 'home-garden']",US,23.39,6.55,1.87,8.69,0.15,879.0,613.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DQTSGKHN; parent B0DVQWMTM3; brand OIAHOMY,https://www.amazon.com/dp/B0DQTSGKHN,35.0,Reject,2.77,0.1185,2436.15,87.3,24.3,4.1,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Shelf Baskets,B0DFR4V4GB,B0DFR6R4RH,"ICERZCZ 11 Inch Cube Storage Bins, Woven Baskets, Mixed Brown, Pack of 3","['Home & Kitchen', 'home-garden']",US,33.29,9.32,2.66,8.98,0.15,867.0,255.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DFR4V4GB; parent B0DFR6R4RH; brand ICERZCZ,https://www.amazon.com/dp/B0DFR4V4GB,35.0,Reject,7.34,0.2204,6360.75,87.3,40.8,20.0,31.0,69.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Shelf Baskets,B088R37XWZ,B0BRP7LKWW,Seagrass Storage Basket Box with Lid Rectangular Woven Shelf Baskets Bins for Organize Snack Toys Set of 2 Natural Decorative(Large+Small),"['Home & Kitchen', 'home-garden']",US,21.51,6.02,1.72,7.93,0.15,861.0,1564.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B088R37XWZ; parent B0BRP7LKWW; brand DECRAFTS,https://www.amazon.com/dp/B088R37XWZ,35.0,Reject,2.61,0.1215,2250.22,87.3,14.3,3.6,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Shelf Baskets,B0DN6TTN1Y,B0DN6SRK2B,"Large Handwoven Water Hyacinth Storage Wicker Basket with 2 Handles - Brown | Handcrafted Rectangular Organizer, Sturdy Iron Frame, Ideal for Towels, Blankets, Shelves & Décor - 16.5“x13“x7.50“","['Home & Kitchen', 'home-garden']",US,35.99,10.08,2.88,11.18,0.15,786.0,125.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DN6TTN1Y; parent B0DN6SRK2B; brand Pixoframe,https://www.amazon.com/dp/B0DN6TTN1Y,35.0,Reject,6.45,0.1793,5070.88,87.3,46.8,14.5,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Shelf Baskets,B0FFGRNXGY,B0F7YKS5H2,"Criusia 4 Pack Closet Organizers and Storage, Large Linen Closet Baskets for Organization, Foldable Storage Containers for Towels, Clothing, Jeans, Books, Shelves, White","['Home & Kitchen', 'home-garden']",US,28.49,7.98,2.28,5.81,0.15,741.0,241.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FFGRNXGY; parent B0F7YKS5H2; brand Criusia,https://www.amazon.com/dp/B0FFGRNXGY,35.0,Reject,8.15,0.2859,6036.56,87.3,40.8,25.5,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Shelf Baskets,B0D4TR7275,B0H7T1M5KM,"4 Pack Storage Baskets for Organizing, Shelf Baskets with Handles, White","['Home & Kitchen', 'home-garden']",US,36.99,10.36,2.96,9.36,0.15,720.0,953.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D4TR7275; parent B0H7T1M5KM; brand UBBCARE,https://www.amazon.com/dp/B0D4TR7275,35.0,Reject,8.76,0.2369,6308.28,87.3,14.3,22.7,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Storage Boxes,B0D1PLY9YC,B0H1MRV6JN,"CoiiJoii 3PCS Large Clear Hard Shell Zippered Case, Diaper Bag Organizing Pouches, Waterproof Cosmetic Bag, Storage Organizer Bins.","['Home & Kitchen', 'home-garden']",US,18.99,5.32,1.52,7.84,0.15,3079.0,428.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D1PLY9YC; parent B0H1MRV6JN; brand CoiiJoii,https://www.amazon.com/dp/B0D1PLY9YC,35.0,Reject,1.46,0.077,4499.96,87.3,24.3,10.0,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Storage Boxes,B0DSVN5T4F,B0F29C7KHK,"Criusia Bed Sheet Organizers and Storage, 6 Pack Foldable Linen Closet Organizer Box – Bedding Holder for Sheet Set (King/Queen Sizes), Duvet Covers, Blankets (Grey)","['Home & Kitchen', 'home-garden']",US,28.99,8.12,2.32,8.31,0.15,2953.0,735.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DSVN5T4F; parent B0F29C7KHK; brand Criusia,https://www.amazon.com/dp/B0DSVN5T4F,35.0,Reject,5.89,0.2032,17397.6,87.3,24.3,21.8,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Storage Boxes,B0H3KSXC25,B0HF7MYNFZ,"6 Pack 27 Gallon Heavy Duty Storage Bins with Snap Lids, Durable Plastic Storage Totes with Stackable Black Containers & Yellow Latching Covers for Home Garage Moving Organization","['Home & Kitchen', 'home-garden']",US,34.99,9.8,2.8,6.3,0.15,2709.0,132.0,4.0,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,65.0,20.0,53.8,C,"observed:price,sales,reviews,rating; estimated:fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0H3KSXC25; parent B0HF7MYNFZ; brand CLMSTE,https://www.amazon.com/dp/B0H3KSXC25,35.0,Reject,10.84,0.3098,29369.62,87.3,52.8,39.7,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk; evidence confidence below supplier-validation threshold,,hard oversize/logistics risk,,,,,,,,,,,,
category:Storage Boxes,B0C1BK6DCP,B0CQQFG82T,"SheetCube Bed Sheet Organizers and Storage 6 Pack, Foldable Linen Closet Organizer with Window and Label, Bedding Folder Storage Box Container for Blanket, Duvet Cover Set, Bed Sheet Set - Beige","['Home & Kitchen', 'home-garden']",US,28.79,8.06,2.3,8.51,0.15,1378.0,2093.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0C1BK6DCP; parent B0CQQFG82T; brand SUOCO,https://www.amazon.com/dp/B0C1BK6DCP,35.0,Reject,5.6,0.1946,7718.87,87.3,14.3,20.4,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Storage Boxes,B0DRN24XD6,B0DRN7F6FJ,1Pcs Wall-Mounted Storage Box Space-Saving Wall Organizer for Phone Remote Small Items Creative Hanging Storage Easy Install No Electricity Needed(White),"['', '']",US,80.0,22.4,6.4,3.16,0.15,1200.0,285.0,3.8,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DRN24XD6; parent B0DRN7F6FJ; brand N/A,https://www.amazon.com/dp/B0DRN24XD6,35.0,Reject,36.04,0.4505,43248.0,87.3,42.8,86.7,22.0,78.0,missing or invalid category evidence; supplier quote required; estimated profit is not a rejection gate,,missing or invalid category evidence,,,,,,,,,,,,
category:Storage Boxes,B0DYJRMZCV,B0HFFPZ9FC,"8-Pack Clear Classroom Storage Bins, Plastic Cubby Book Bins for Classroom Organization, Book & Toy Storage Organizer, Perfect for Classroom Library, Shelves, STEM Centers, Daycare & Homeschool","['Home & Kitchen', 'home-garden']",US,28.99,8.12,2.32,9.36,0.15,898.0,16.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DYJRMZCV; parent B0HFFPZ9FC; brand Hldgras,https://www.amazon.com/dp/B0DYJRMZCV,35.0,Reject,4.84,0.167,4347.67,87.3,68.3,9.6,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Storage Boxes,B0GZHQRBB3,B0HBJ3CVXY,"EOENVIVS 4 Pack Clear Storage Bins with Lids, Stackable A4 & US Letter File Box Organizers, Craft Storage Bins and Sensory Bins for Classroom, Kids Art Supplies, Documents and Projects, Black Latches","['Home & Kitchen', 'home-garden']",US,25.99,7.28,2.08,9.26,0.15,869.0,120.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GZHQRBB3; parent B0HBJ3CVXY; brand EOENVIVS,https://www.amazon.com/dp/B0GZHQRBB3,35.0,Reject,3.47,0.1336,3016.73,87.3,46.8,5.8,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Storage Boxes,B0CN6G2DJ6,B0CN6GD5R8,"LonlyEagle 6 Pcs Clear A4 File Portable Project Case, Plastic Storage Box for 8.5“ x 11“ Letter Paper, Scrapbook Paper Storage Boxes Documents Magazines Holder","['Office Products', 'office-products']",US,24.99,7.0,2.0,7.93,0.15,832.0,334.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CN6G2DJ6; parent B0CN6GD5R8; brand LonlyEagle,https://www.amazon.com/dp/B0CN6G2DJ6,35.0,Reject,4.31,0.1725,3587.17,87.3,40.8,7.4,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Storage Boxes,B0DB18VTM9,B0DGGNRC97,"OIASKET Storage Basket for Organizing 3 Pack, Woven Baskets for Storage","['Home & Kitchen', 'home-garden']",US,24.99,7.0,2.0,8.5,0.15,832.0,615.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DB18VTM9; parent B0DGGNRC97; brand OIASKET,https://www.amazon.com/dp/B0DB18VTM9,35.0,Reject,3.74,0.1497,3112.93,87.3,24.3,6.0,31.0,69.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Storage Boxes,B0FLCT5PWF,B0DZ5PYNCB,novelinks 10 Quart Clear Plastic Storage Containers with Lids (4 Pack),"['Home & Kitchen', 'home-garden']",US,32.99,9.24,2.64,10.32,0.15,814.0,137.0,4.0,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FLCT5PWF; parent B0DZ5PYNCB; brand novelinks,https://www.amazon.com/dp/B0FLCT5PWF,35.0,Reject,5.84,0.1771,4754.98,87.3,52.8,12.4,31.0,69.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Storage Boxes,B002BA5F3O,B0GWMRXH4C,"Sterilite Gasket Storage Box with Lids for Home & Office, 20 Quart, 6-Pack. | Heavy-Duty, Stackable, and Organizing Containers for Bathroom, Cabinet, Closet, and Garage, Clear and Blue Aquarium Latches","['Home & Kitchen', 'home-garden']",US,62.99,17.64,5.04,11.34,0.15,773.0,769.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,85.0,65.0,20.0,53.8,C,"observed:price,sales,reviews,rating; estimated:fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B002BA5F3O; parent B0GWMRXH4C; brand Sterilite,https://www.amazon.com/dp/B002BA5F3O,35.0,Reject,19.52,0.3099,15090.12,87.3,24.3,57.0,35.0,65.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk; evidence confidence below supplier-validation threshold,,hard oversize/logistics risk,,,,,,,,,,,,
category:Storage Boxes,B09G2G9KG6,B0CWLFP9S9,"Collapsible Toy Storage Bin with Lid, 82L Large Capacity - Gray Neutral Space-Saving Organizer for Playroom, Bedroom & Nursery, Foldable Design","['', '']",US,18.99,5.32,1.52,8.02,0.15,751.0,1681.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09G2G9KG6; parent B0CWLFP9S9; brand VERONLY,https://www.amazon.com/dp/B09G2G9KG6,35.0,Reject,1.28,0.0675,962.41,87.3,18.3,0.0,36.0,64.0,missing or invalid category evidence; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,missing or invalid category evidence,,,,,,,,,,,,
category:Storage Boxes,B0GXPD4DN6,B0DFPNYX5Q,"linen closet organizers and storage, Large Storage Baskets, washable, clothes organizer with handle, sweater organizer for closet (Beige, 15¾'x11¾ x9¾)","['Home & Kitchen', 'home-garden']",US,27.9,7.81,2.23,7.84,0.15,743.0,304.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GXPD4DN6; parent B0DFPNYX5Q; brand tulinstiraga,https://www.amazon.com/dp/B0GXPD4DN6,35.0,Reject,5.83,0.2091,4335.4,87.3,36.8,11.2,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Storage Boxes,B0CQLP1HQ6,B0DDKF4223,INFINITKIN Smell Proof Box Large Airtight Storage Box with Lock,"['Home & Kitchen', 'home-garden']",US,39.99,11.2,3.2,7.22,0.15,670.0,342.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CQLP1HQ6; parent B0DDKF4223; brand INFINITKIN,https://www.amazon.com/dp/B0CQLP1HQ6,35.0,Reject,12.37,0.3094,8288.91,87.3,36.8,42.7,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Storage Boxes,B0H1C5J3R2,B0H1C5J3R2,"Set of (10) 6 Quart Storage Boxes, Clear Plastic Storage Bin with Snap-on Lid, White","['Home & Kitchen', 'home-garden']",US,15.98,4.47,1.28,3.5,0.15,649.0,10.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,65.0,20.0,53.8,C,"observed:price,sales,reviews,rating; estimated:fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0H1C5J3R2; parent B0H1C5J3R2; brand Generic,https://www.amazon.com/dp/B0H1C5J3R2,35.0,Reject,4.33,0.2712,2812.12,87.3,68.3,8.0,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk; evidence confidence below supplier-validation threshold,,hard oversize/logistics risk,,,,,,,,,,,,
category:Storage Boxes,B0FN8HSZHC,B0FN8HSZHC,"CNEIESD 2 Count 160 Quart Wheeled Stacker, Extra Large Durable Clear Bin, Box with Latch Lid and Pull Handle | Extra Large, Durable Clear Bin, Latch Lid, Pull Handle","['Home & Kitchen', 'home-garden']",US,52.85,14.8,4.23,9.51,0.15,641.0,45.0,4.1,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,65.0,20.0,53.8,C,"observed:price,sales,reviews,rating; estimated:fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FN8HSZHC; parent B0FN8HSZHC; brand CNEIESD,https://www.amazon.com/dp/B0FN8HSZHC,35.0,Reject,16.38,0.31,10501.18,87.3,65.3,50.8,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk; evidence confidence below supplier-validation threshold,,hard oversize/logistics risk,,,,,,,,,,,,
category:Storage Boxes,B0H1F4FF7H,B0811S9WQ6,"2 Pack Large Storage Boxes with Lids and Handles, Collapsible Linen Storage Bins Organizer Containers Baskets Cube with Removable Divider for Home Bedroom Closet Office (Cream, XL)","['Home & Kitchen', 'home-garden']",US,59.99,16.8,4.8,13.21,0.15,612.0,1004.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0H1F4FF7H; parent B0811S9WQ6; brand Valease,https://www.amazon.com/dp/B0H1F4FF7H,35.0,Reject,16.18,0.2697,9903.08,87.3,14.3,45.0,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Storage Boxes,B0CZ3BLKFQ,B0D9GBJG8R,"Lifewit 4 Pack Clothes Storage Bins with Metal Frame, Stackable Storage Box | 40L Foldable Clothing Storage Bins with Lids, Storage Bags Fabric Box Organizer, Zipper Openings with Clear Window ＆ Handles","['Home & Kitchen', 'home-garden']",US,29.99,8.4,2.4,8.74,0.15,580.0,1152.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CZ3BLKFQ; parent B0D9GBJG8R; brand Lifewit,https://www.amazon.com/dp/B0CZ3BLKFQ,35.0,Reject,5.95,0.1984,3451.87,87.3,14.3,8.9,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Storage Boxes,B09X1FJP6M,B0G9Q82KF1,"GUDEMAY Clear Stackable Plastic Storage Bins with Lid, Dustproof Acrylic Display Case for Collectibles, Large Figures Showcase, Shoe Storage Box, Closet Organizer for Book Cosmetic Purse (L, Count, 1)","['Home & Kitchen', 'home-garden']",US,21.99,6.16,1.76,7.71,0.15,569.0,2139.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09X1FJP6M; parent B0G9Q82KF1; brand GUDEMAY,https://www.amazon.com/dp/B09X1FJP6M,35.0,Reject,3.06,0.1392,1741.99,87.3,14.3,2.1,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Storage Boxes,B0BNZWJB1F,B0BNZWW64L,"Yishyfier Plastic Storage Baskets Bins Boxes With Lids,Organizing Container White Storage Organizer Bins For Shelves Drawers Desktop Playroom Classroom Office,4-Pack","['Office Products', 'office-products']",US,39.99,11.2,3.2,16.18,0.15,522.0,299.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,65.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0BNZWJB1F; parent B0BNZWW64L; brand Yishyfier,https://www.amazon.com/dp/B0BNZWJB1F,35.0,Reject,3.41,0.0853,1780.8,87.3,36.8,2.2,31.0,69.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Storage Boxes,B0FHPNMYMY,B0DZX13PBT,"10 Pack Flat Shallow Clear Storage Box, Drawer Organizer Tray","['Home & Kitchen', 'home-garden']",US,19.99,5.6,1.6,7.93,0.15,512.0,107.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FHPNMYMY; parent B0DZX13PBT; brand Swuj,https://www.amazon.com/dp/B0FHPNMYMY,35.0,Reject,1.86,0.0931,953.09,87.3,46.8,0.0,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Storage Boxes,B0DSFDG9WM,B0DSF7TXCR,novelinks 8 Pack 6 Quart Clear Plastic Shoe Storage Bins with Lids (Clear),"['Home & Kitchen', 'home-garden']",US,31.99,8.96,2.56,10.23,0.15,512.0,87.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DSFDG9WM; parent B0DSF7TXCR; brand novelinks,https://www.amazon.com/dp/B0DSFDG9WM,35.0,Reject,5.44,0.1701,2786.05,87.3,54.3,6.0,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Storage Boxes,B0CB4YPTB9,B0G1TRXQ2D,HASHSTASH OG Large Bamboo Storage Box with Combination Lock & 3 Jars,"['Home & Kitchen', 'home-garden']",US,69.0,19.32,5.52,8.5,0.15,497.0,2171.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CB4YPTB9; parent B0G1TRXQ2D; brand HASHSTASH,https://www.amazon.com/dp/B0CB4YPTB9,35.0,Reject,25.31,0.3668,12579.07,86.8,14.3,75.6,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; review count above 600; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
category:Storage Boxes,B0CQ89PRRB,B0957C1BGK,"Briful Blue White Floral Nested Decorative Storage Boxes with Lids | 4Pcs Vanity Desktop Organizer Bin, Cardboard Photo Boxes Storage for Makeup, Office Supplies, Entryway Shelf Decor, Gift Box","['Home & Kitchen', 'home-garden']",US,25.99,7.28,2.08,6.59,0.15,494.0,582.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,90.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CQ89PRRB; parent B0957C1BGK; brand Briful,https://www.amazon.com/dp/B0CQ89PRRB,35.0,Reject,6.14,0.2363,3033.9,86.3,28.3,8.1,36.0,64.0,hard oversize/logistics risk; supplier quote required; estimated profit is not a rejection gate; oversize risk,,hard oversize/logistics risk,,,,,,,,,,,,
